,model_name,fold_index,metric_key,metric_score
335,LogisticRegression,5,score_time,0.04102277755737305
336,LogisticRegression,6,score_time,0.019107580184936523
337,LogisticRegression,7,score_time,0.014846324920654297
338,LogisticRegression,8,score_time,0.011504650115966797
339,LogisticRegression,9,score_time,0.020009517669677734
340,LogisticRegression,0,test_balanced_accuracy,0.824265605875153
341,LogisticRegression,1,test_balanced_accuracy,0.7853835169318646
342,LogisticRegression,2,test_balanced_accuracy,0.7881237899964875
343,LogisticRegression,3,test_balanced_accuracy,0.8066812615894852
344,LogisticRegression,4,test_balanced_accuracy,0.8018085723388091
345,LogisticRegression,5,test_balanced_accuracy,0.8152482906785823
346,LogisticRegression,6,test_balanced_accuracy,0.7872088843869725
347,LogisticRegression,7,test_balanced_accuracy,0.7940339168579527
348,LogisticRegression,8,test_balanced_accuracy,0.8056104395492012
349,LogisticRegression,9,test_balanced_accuracy,0.7929618948272689
350,LogisticRegression,0,test_precision,0.8769968051118211
351,LogisticRegression,1,test_precision,0.8497576736672051
352,LogisticRegression,2,test_precision,0.8453125
353,LogisticRegression,3,test_precision,0.8673139158576052
354,LogisticRegression,4,test_precision,0.8669950738916257
355,LogisticRegression,5,test_precision,0.8626543209876543
356,LogisticRegression,6,test_precision,0.8487261146496815
357,LogisticRegression,7,test_precision,0.854632587859425
358,LogisticRegression,8,test_precision,0.8607594936708861
359,LogisticRegression,9,test_precision,0.8484375
360,LogisticRegression,0,test_recall,0.8511627906976744
361,LogisticRegression,1,test_recall,0.8155038759689922
362,LogisticRegression,2,test_recall,0.8374613003095975
363,LogisticRegression,3,test_recall,0.8297213622291022
364,LogisticRegression,4,test_recall,0.8173374613003096
365,LogisticRegression,5,test_recall,0.8653250773993808
366,LogisticRegression,6,test_recall,0.8250773993808049
367,LogisticRegression,7,test_recall,0.8281733746130031
368,LogisticRegression,8,test_recall,0.8434108527131783
369,LogisticRegression,9,test_recall,0.8418604651162791
370,LogisticRegression,0,test_f1,0.8638867033831629
371,LogisticRegression,1,test_f1,0.8322784810126582
372,LogisticRegression,2,test_f1,0.8413685847589425
373,LogisticRegression,3,test_f1,0.8481012658227847
374,LogisticRegression,4,test_f1,0.8414342629482072
375,LogisticRegression,5,test_f1,0.8639876352395671
376,LogisticRegression,6,test_f1,0.836734693877551
377,LogisticRegression,7,test_f1,0.8411949685534592
378,LogisticRegression,8,test_f1,0.8519968676585747
379,LogisticRegression,9,test_f1,0.845136186770428
380,LogisticRegression,0,test_f2,0.856207111665627
381,LogisticRegression,1,test_f2,0.8221319162238199
382,LogisticRegression,2,test_f2,0.8390198511166252
383,LogisticRegression,3,test_f2,0.8369768894440975
384,LogisticRegression,4,test_f2,0.82680864390855
385,LogisticRegression,5,test_f2,0.8647896039603961
386,LogisticRegression,6,test_f2,0.8297011207970112
387,LogisticRegression,7,test_f2,0.8333333333333333
388,LogisticRegression,8,test_f2,0.846824408468244
389,LogisticRegression,9,test_f2,0.843167701863354
390,LogisticRegression,0,test_roc_auc,0.8242656058751531
391,LogisticRegression,1,test_roc_auc,0.7853835169318645
392,LogisticRegression,2,test_roc_auc,0.7881237899964874
393,LogisticRegression,3,test_roc_auc,0.8066812615894853
394,LogisticRegression,4,test_roc_auc,0.8018085723388092
395,LogisticRegression,5,test_roc_auc,0.8152482906785823
396,LogisticRegression,6,test_roc_auc,0.7872088843869725
397,LogisticRegression,7,test_roc_auc,0.7940339168579529
398,LogisticRegression,8,test_roc_auc,0.8056104395492013
399,LogisticRegression,9,test_roc_auc,0.7929618948272689
400,AdaBoostClassifier,0,fit_time,7.413208246231079
401,AdaBoostClassifier,1,fit_time,7.44314980506897
402,AdaBoostClassifier,2,fit_time,7.779745578765869
403,AdaBoostClassifier,3,fit_time,7.773233890533447
404,AdaBoostClassifier,4,fit_time,7.848823070526123
405,AdaBoostClassifier,5,fit_time,7.728734016418457
406,AdaBoostClassifier,6,fit_time,7.846688270568848
407,AdaBoostClassifier,7,fit_time,7.7551915645599365
408,AdaBoostClassifier,8,fit_time,7.855184316635132
409,AdaBoostClassifier,9,fit_time,7.7271950244903564
410,AdaBoostClassifier,0,score_time,0.023380517959594727
411,AdaBoostClassifier,1,score_time,0.02618408203125
412,AdaBoostClassifier,2,score_time,0.055991172790527344
413,AdaBoostClassifier,3,score_time,0.06497359275817871
414,AdaBoostClassifier,4,score_time,0.03677010536193848
415,AdaBoostClassifier,5,score_time,0.04501152038574219
416,AdaBoostClassifier,6,score_time,0.0386962890625
417,AdaBoostClassifier,7,score_time,0.06246829032897949
418,AdaBoostClassifier,8,score_time,0.038025856018066406
419,AdaBoostClassifier,9,score_time,0.05798006057739258
420,AdaBoostClassifier,0,test_balanced_accuracy,0.8039167686658506
421,AdaBoostClassifier,1,test_balanced_accuracy,0.749500203998368
422,AdaBoostClassifier,2,test_balanced_accuracy,0.7623900275288562
423,AdaBoostClassifier,3,test_balanced_accuracy,0.7739815548494082
424,AdaBoostClassifier,4,test_balanced_accuracy,0.7790829705024629
425,AdaBoostClassifier,5,test_balanced_accuracy,0.7636214741416634
426,AdaBoostClassifier,6,test_balanced_accuracy,0.7688985189965446
427,AdaBoostClassifier,7,test_balanced_accuracy,0.7762688188731957
428,AdaBoostClassifier,8,test_balanced_accuracy,0.7659364709251191
429,AdaBoostClassifier,9,test_balanced_accuracy,0.7603608026017059
430,AdaBoostClassifier,0,test_precision,0.8525345622119815
431,AdaBoostClassifier,1,test_precision,0.8032069970845481
432,AdaBoostClassifier,2,test_precision,0.8103448275862069
433,AdaBoostClassifier,3,test_precision,0.8270676691729323
434,AdaBoostClassifier,4,test_precision,0.827178729689808
435,AdaBoostClassifier,5,test_precision,0.8093883357041252
436,AdaBoostClassifier,6,test_precision,0.8140200286123033
437,AdaBoostClassifier,7,test_precision,0.8201438848920863
438,AdaBoostClassifier,8,test_precision,0.812051649928264
439,AdaBoostClassifier,9,test_precision,0.812960235640648
440,AdaBoostClassifier,0,test_recall,0.8604651162790697
441,AdaBoostClassifier,1,test_recall,0.8542635658914729
442,AdaBoostClassifier,2,test_recall,0.8730650154798761
443,AdaBoostClassifier,3,test_recall,0.8513931888544891
444,AdaBoostClassifier,4,test_recall,0.8668730650154799
445,AdaBoostClassifier,5,test_recall,0.8808049535603715
446,AdaBoostClassifier,6,test_recall,0.8808049535603715
447,AdaBoostClassifier,7,test_recall,0.8823529411764706
448,AdaBoostClassifier,8,test_recall,0.8775193798449612
449,AdaBoostClassifier,9,test_recall,0.8558139534883721
450,AdaBoostClassifier,0,test_f1,0.8564814814814814
451,AdaBoostClassifier,1,test_f1,0.8279489105935388
452,AdaBoostClassifier,2,test_f1,0.8405365126676603
453,AdaBoostClassifier,3,test_f1,0.8390541571319603
454,AdaBoostClassifier,4,test_f1,0.8465608465608466
455,AdaBoostClassifier,5,test_f1,0.843587842846553
456,AdaBoostClassifier,6,test_f1,0.8460966542750928
457,AdaBoostClassifier,7,test_f1,0.8501118568232663
458,AdaBoostClassifier,8,test_f1,0.8435171385991057
459,AdaBoostClassifier,9,test_f1,0.8338368580060423
460,AdaBoostClassifier,0,test_f2,0.8588672237697307
461,AdaBoostClassifier,1,test_f2,0.8435394978567055
462,AdaBoostClassifier,2,test_f2,0.8597560975609755
463,AdaBoostClassifier,3,test_f2,0.8464142813173284
464,AdaBoostClassifier,4,test_f2,0.8586323213738117
465,AdaBoostClassifier,5,test_f2,0.8655308792211743
466,AdaBoostClassifier,6,test_f2,0.8665854401462076
467,AdaBoostClassifier,7,test_f2,0.8691674290942362
468,AdaBoostClassifier,8,test_f2,0.8635947512969179
469,AdaBoostClassifier,9,test_f2,0.8468855477140227
470,AdaBoostClassifier,0,test_roc_auc,0.8039167686658507
471,AdaBoostClassifier,1,test_roc_auc,0.749500203998368
472,AdaBoostClassifier,2,test_roc_auc,0.7623900275288562
473,AdaBoostClassifier,3,test_roc_auc,0.7739815548494082
474,AdaBoostClassifier,4,test_roc_auc,0.7790829705024629
475,AdaBoostClassifier,5,test_roc_auc,0.7636214741416633
476,AdaBoostClassifier,6,test_roc_auc,0.7688985189965446
477,AdaBoostClassifier,7,test_roc_auc,0.7762688188731957
478,AdaBoostClassifier,8,test_roc_auc,0.7659364709251192
479,AdaBoostClassifier,9,test_roc_auc,0.7603608026017059
480,RandomForestClassifier,0,fit_time,9.896451711654663
481,RandomForestClassifier,1,fit_time,9.93274736404419
482,RandomForestClassifier,2,fit_time,10.099264860153198
483,RandomForestClassifier,3,fit_time,9.779548645019531
484,RandomForestClassifier,4,fit_time,9.658276319503784
485,RandomForestClassifier,5,fit_time,10.021141290664673
486,RandomForestClassifier,6,fit_time,9.939808130264282
487,RandomForestClassifier,7,fit_time,9.833731889724731
488,RandomForestClassifier,8,fit_time,9.761089324951172
489,RandomForestClassifier,9,fit_time,9.917794942855835
490,RandomForestClassifier,0,score_time,0.047829627990722656
491,RandomForestClassifier,1,score_time,0.04855632781982422
492,RandomForestClassifier,2,score_time,0.029710769653320312
493,RandomForestClassifier,3,score_time,0.05914878845214844
494,RandomForestClassifier,4,score_time,0.0691521167755127
495,RandomForestClassifier,5,score_time,0.03163504600524902
496,RandomForestClassifier,6,score_time,0.04601025581359863
497,RandomForestClassifier,7,score_time,0.054415225982666016
498,RandomForestClassifier,8,score_time,0.0451359748840332
499,RandomForestClassifier,9,score_time,0.04403853416442871
500,RandomForestClassifier,0,test_balanced_accuracy,0.7859139126886985
501,RandomForestClassifier,1,test_balanced_accuracy,0.7614545083639331
